2024-11-10 21:46:20,00:01:28,8,32,8,3
2024-11-10 21:55:19,00:00:44,6,5,2,1
2024-11-10 21:58:21,00:00:37,7,4,2,1,1
2024-11-10 22:15:02,00:00:50,3,2,5,15
2024-11-10 22:46:09,00:00:27,2,3,4
2024-11-10 23:06:40,00:00:44,6,3,3,1,1
2024-11-10 23:14:39,00:00:50,10,1,4,6,1
2024-11-10 23:20:38,00:01:13,17,7,10,3,2
2024-11-10 23:56:38,00:00:50,15,3,1
2024-11-11 00:00:06,00:00:55,5,7
